date,Start (ET),away_team,PTS,home_team,PTS.1,Arena,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
12/11/22,6:00p,Charlotte Hornets,113,Philadelphia 76ers,131,Wells Fargo Center,Philadelphia 76ers,,Charlotte Hornets,Charlotte Hornets,Philadelphia 76ers,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Sun,6:00:00 PM,18:00:00,N,12/11/22,Charlotte HornetsPhiladelphia 76ers2022-12-11
12/11/22,6:30p,Chicago Bulls,122,Atlanta Hawks,123,State Farm Arena,Atlanta Hawks,,Chicago Bulls,Atlanta Hawks,Chicago Bulls,Eastern,Southeast,Eastern,Central,Southeast,Central,Eastern,Eastern,Sun,6:30:00 PM,18:30:00,N,12/11/22,Atlanta HawksChicago Bulls2022-12-11
12/11/22,7:00p,Milwaukee Bucks,92,Houston Rockets,97,Toyota Center,Houston Rockets,,Milwaukee Bucks,Houston Rockets,Milwaukee Bucks,Western,Southwest,Eastern,Central,Southwest,Central,Western,Eastern,Sun,7:00:00 PM,19:00:00,N,12/11/22,Houston RocketsMilwaukee Bucks2022-12-11
12/12/22,7:00p,Miami Heat,87,Indiana Pacers,82,Gainbridge Fieldhouse,Miami Heat,@,Indiana Pacers,Indiana Pacers,Miami Heat,Eastern,Central,Eastern,Southeast,Central,Southeast,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,12/12/22,Indiana PacersMiami Heat2022-12-12
12/12/22,7:00p,Brooklyn Nets,112,Washington Wizards,100,Capital One Arena,Brooklyn Nets,@,Washington Wizards,Brooklyn Nets,Washington Wizards,Eastern,Southeast,Eastern,Atlantic,Atlantic,Southeast,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,12/12/22,Brooklyn NetsWashington Wizards2022-12-12
12/12/22,8:00p,Atlanta Hawks,103,Memphis Grizzlies,128,FedEx Forum,Memphis Grizzlies,,Atlanta Hawks,Atlanta Hawks,Memphis Grizzlies,Western,Southwest,Eastern,Southeast,Southeast,Southwest,Eastern,Western,Mon,8:00:00 PM,20:00:00,N,12/12/22,Atlanta HawksMemphis Grizzlies2022-12-12
12/12/22,8:30p,Oklahoma City Thunder,114,Dallas Mavericks,121,American Airlines Center,Dallas Mavericks,,Oklahoma City Thunder,Dallas Mavericks,Oklahoma City Thunder,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Mon,8:30:00 PM,20:30:00,N,12/12/22,Dallas MavericksOklahoma City Thunder2022-12-12
12/12/22,8:30p,Cleveland Cavaliers,111,San Antonio Spurs,112,AT&T Center,San Antonio Spurs,,Cleveland Cavaliers,Cleveland Cavaliers,San Antonio Spurs,Western,Southwest,Western,Central,Central,Southwest,Western,Western,Mon,8:30:00 PM,20:30:00,N,12/12/22,Cleveland CavaliersSan Antonio Spurs2022-12-12
12/12/22,10:00p,Minnesota Timberwolves,112,Portland Trail Blazers,133,Moda Center,Portland Trail Blazers,,Minnesota Timberwolves,Minnesota Timberwolves,Portland Trail Blazers,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Mon,10:00:00 PM,22:00:00,N,12/12/22,Minnesota TimberwolvesPortland Trail Blazers2022-12-12
12/12/22,10:30p,Boston Celtics,93,Los Angeles Clippers,113,Crypto.com Arena,Los Angeles Clippers,,Boston Celtics,Boston Celtics,Los Angeles Clippers,Western,Pacific,Eastern,Atlantic,Atlantic,Pacific,Eastern,Western,Mon,10:30:00 PM,22:30:00,N,12/12/22,Boston CelticsLos Angeles Clippers2022-12-12
12/13/22,7:00p,Sacramento Kings,103,Philadelphia 76ers,123,Wells Fargo Center,Philadelphia 76ers,,Sacramento Kings,Philadelphia 76ers,Sacramento Kings,Eastern,Atlantic,Western,Pacific,Atlantic,Pacific,Eastern,Western,Tue,7:00:00 PM,19:00:00,N,12/13/22,Philadelphia 76ersSacramento Kings2022-12-13
12/13/22,7:30p,Golden State Warriors,111,Milwaukee Bucks,128,Fiserv Forum,Milwaukee Bucks,,Golden State Warriors,Golden State Warriors,Milwaukee Bucks,Eastern,Central,Western,Pacific,Pacific,Central,Western,Eastern,Tue,7:30:00 PM,19:30:00,N,12/13/22,Golden State WarriorsMilwaukee Bucks2022-12-13
12/13/22,8:00p,Phoenix Suns,97,Houston Rockets,111,Toyota Center,Houston Rockets,,Phoenix Suns,Houston Rockets,Phoenix Suns,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Tue,8:00:00 PM,20:00:00,N,12/13/22,Houston RocketsPhoenix Suns2022-12-13
12/13/22,9:00p,New Orleans Pelicans,100,Utah Jazz,121,Vivint Arena,Utah Jazz,,New Orleans Pelicans,New Orleans Pelicans,Utah Jazz,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Tue,9:00:00 PM,21:00:00,N,12/13/22,New Orleans PelicansUtah Jazz2022-12-13
12/13/22,10:00p,Boston Celtics,122,Los Angeles Lakers,118,Crypto.com Arena,Boston Celtics,@,Los Angeles Lakers,Boston Celtics,Los Angeles Lakers,Western,Pacific,Western,Atlantic,Atlantic,Pacific,Eastern,Western,Tue,10:00:00 PM,22:00:00,N,12/13/22,Boston CelticsLos Angeles Lakers2022-12-13
12/14/22,7:00p,Detroit Pistons,141,Charlotte Hornets,134,Spectrum Center,Detroit Pistons,@,Charlotte Hornets,Charlotte Hornets,Detroit Pistons,Eastern,Southeast,Eastern,Central,Southeast,Central,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,12/14/22,Charlotte HornetsDetroit Pistons2022-12-14
12/14/22,7:00p,Golden State Warriors,119,Indiana Pacers,125,Gainbridge Fieldhouse,Indiana Pacers,,Golden State Warriors,Golden State Warriors,Indiana Pacers,Eastern,Central,Western,Pacific,Pacific,Central,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,12/14/22,Golden State WarriorsIndiana Pacers2022-12-14
12/14/22,7:00p,Atlanta Hawks,124,Orlando Magic,135,Amway Center,Orlando Magic,,Atlanta Hawks,Atlanta Hawks,Orlando Magic,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,12/14/22,Atlanta HawksOrlando Magic2022-12-14
12/14/22,7:30p,New York Knicks,128,Chicago Bulls,120,United Center,New York Knicks,@,Chicago Bulls,Chicago Bulls,New York Knicks,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,12/14/22,Chicago BullsNew York Knicks2022-12-14
12/14/22,7:30p,Sacramento Kings,124,Toronto Raptors,123,Scotiabank Arena,Sacramento Kings,@,Toronto Raptors,Sacramento Kings,Toronto Raptors,Eastern,Atlantic,Eastern,Pacific,Pacific,Atlantic,Western,Eastern,Wed,7:30:00 PM,19:30:00,N,12/14/22,Sacramento KingsToronto Raptors2022-12-14
12/14/22,8:00p,Miami Heat,110,Oklahoma City Thunder,108,Paycom Center,Miami Heat,@,Oklahoma City Thunder,Miami Heat,Oklahoma City Thunder,Western,Northwest,Western,Southeast,Southeast,Northwest,Eastern,Western,Wed,8:00:00 PM,20:00:00,N,12/14/22,Miami HeatOklahoma City Thunder2022-12-14
12/14/22,8:00p,Portland Trail Blazers,128,San Antonio Spurs,112,AT&T Center,Portland Trail Blazers,@,San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,Western,Southwest,Western,Northwest,Northwest,Southwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,12/14/22,Portland Trail BlazersSan Antonio Spurs2022-12-14
12/14/22,9:00p,Cleveland Cavaliers,105,Dallas Mavericks,90,American Airlines Center,Cleveland Cavaliers,@,Dallas Mavericks,Cleveland Cavaliers,Dallas Mavericks,Western,Southwest,Western,Central,Central,Southwest,Western,Western,Wed,9:00:00 PM,21:00:00,N,12/14/22,Cleveland CavaliersDallas Mavericks2022-12-14
12/14/22,9:00p,Washington Wizards,128,Denver Nuggets,141,Ball Arena,Denver Nuggets,,Washington Wizards,Denver Nuggets,Washington Wizards,Western,Northwest,Eastern,Southeast,Northwest,Southeast,Western,Eastern,Wed,9:00:00 PM,21:00:00,N,12/14/22,Denver NuggetsWashington Wizards2022-12-14
12/14/22,10:00p,Minnesota Timberwolves,88,Los Angeles Clippers,99,Crypto.com Arena,Los Angeles Clippers,,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,Western,Pacific,Western,Northwest,Pacific,Northwest,Western,Western,Wed,10:00:00 PM,22:00:00,N,12/14/22,Los Angeles ClippersMinnesota Timberwolves2022-12-14
12/15/22,8:00p,Miami Heat,111,Houston Rockets,108,Toyota Center,Miami Heat,@,Houston Rockets,Houston Rockets,Miami Heat,Western,Southwest,Western,Southeast,Southwest,Southeast,Western,Eastern,Thu,8:00:00 PM,20:00:00,N,12/15/22,Houston RocketsMiami Heat2022-12-15
12/15/22,8:00p,Milwaukee Bucks,101,Memphis Grizzlies,142,FedEx Forum,Memphis Grizzlies,,Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,Western,Southwest,Eastern,Central,Southwest,Central,Western,Eastern,Thu,8:00:00 PM,20:00:00,N,12/15/22,Memphis GrizzliesMilwaukee Bucks2022-12-15
12/15/22,9:00p,New Orleans Pelicans,129,Utah Jazz,132,Vivint Arena,Utah Jazz,,New Orleans Pelicans,New Orleans Pelicans,Utah Jazz,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Thu,9:00:00 PM,21:00:00,N,12/15/22,New Orleans PelicansUtah Jazz2022-12-15
12/15/22,10:30p,Phoenix Suns,111,Los Angeles Clippers,95,Crypto.com Arena,Phoenix Suns,@,Los Angeles Clippers,Los Angeles Clippers,Phoenix Suns,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Thu,10:30:00 PM,22:30:00,N,12/15/22,Los Angeles ClippersPhoenix Suns2022-12-15
12/16/22,7:00p,Atlanta Hawks,125,Charlotte Hornets,106,Spectrum Center,Atlanta Hawks,@,Charlotte Hornets,Atlanta Hawks,Charlotte Hornets,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Fri,7:00:00 PM,19:00:00,N,12/16/22,Atlanta HawksCharlotte Hornets2022-12-16
12/16/22,7:00p,Sacramento Kings,122,Detroit Pistons,113,Little Caesars Arena,Sacramento Kings,@,Detroit Pistons,Detroit Pistons,Sacramento Kings,Eastern,Central,Eastern,Pacific,Central,Pacific,Eastern,Western,Fri,7:00:00 PM,19:00:00,N,12/16/22,Detroit PistonsSacramento Kings2022-12-16
12/16/22,7:30p,Orlando Magic,117,Boston Celtics,109,TD Garden,Orlando Magic,@,Boston Celtics,Boston Celtics,Orlando Magic,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Fri,7:30:00 PM,19:30:00,N,12/16/22,Boston CelticsOrlando Magic2022-12-16
12/16/22,7:30p,Indiana Pacers,112,Cleveland Cavaliers,118,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Indiana Pacers,Cleveland Cavaliers,Indiana Pacers,Western,Central,Eastern,Central,Central,Central,Western,Eastern,Fri,7:30:00 PM,19:30:00,N,12/16/22,Cleveland CavaliersIndiana Pacers2022-12-16
12/16/22,7:30p,Golden State Warriors,106,Philadelphia 76ers,118,Wells Fargo Center,Philadelphia 76ers,,Golden State Warriors,Golden State Warriors,Philadelphia 76ers,Eastern,Atlantic,Western,Pacific,Pacific,Atlantic,Western,Eastern,Fri,7:30:00 PM,19:30:00,N,12/16/22,Golden State WarriorsPhiladelphia 76ers2022-12-16
12/16/22,7:30p,Brooklyn Nets,119,Toronto Raptors,116,Scotiabank Arena,Brooklyn Nets,@,Toronto Raptors,Brooklyn Nets,Toronto Raptors,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Fri,7:30:00 PM,19:30:00,N,12/16/22,Brooklyn NetsToronto Raptors2022-12-16
12/16/22,8:00p,New York Knicks,114,Chicago Bulls,91,United Center,New York Knicks,@,Chicago Bulls,Chicago Bulls,New York Knicks,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Fri,8:00:00 PM,20:00:00,N,12/16/22,Chicago BullsNew York Knicks2022-12-16
12/16/22,8:00p,Minnesota Timberwolves,112,Oklahoma City Thunder,110,Paycom Center,Minnesota Timberwolves,@,Oklahoma City Thunder,Minnesota Timberwolves,Oklahoma City Thunder,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Fri,8:00:00 PM,20:00:00,N,12/16/22,Minnesota TimberwolvesOklahoma City Thunder2022-12-16
12/16/22,8:30p,Portland Trail Blazers,110,Dallas Mavericks,130,American Airlines Center,Dallas Mavericks,,Portland Trail Blazers,Dallas Mavericks,Portland Trail Blazers,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Fri,8:30:00 PM,20:30:00,N,12/16/22,Dallas MavericksPortland Trail Blazers2022-12-16
12/16/22,10:00p,Denver Nuggets,108,Los Angeles Lakers,126,Crypto.com Arena,Los Angeles Lakers,,Denver Nuggets,Denver Nuggets,Los Angeles Lakers,Western,Pacific,Western,Northwest,Northwest,Pacific,Western,Western,Fri,10:00:00 PM,22:00:00,N,12/16/22,Denver NuggetsLos Angeles Lakers2022-12-16
12/17/22,4:00p,Washington Wizards,93,Los Angeles Clippers,102,Crypto.com Arena,Los Angeles Clippers,,Washington Wizards,Los Angeles Clippers,Washington Wizards,Western,Pacific,Eastern,Southeast,Pacific,Southeast,Western,Eastern,Sat,4:00:00 PM,16:00:00,D,12/17/22,Los Angeles ClippersWashington Wizards2022-12-17
12/17/22,5:00p,Miami Heat,111,San Antonio Spurs,101,Mexico City Arena,Miami Heat,@,San Antonio Spurs,Miami Heat,San Antonio Spurs,Western,Southwest,Western,Southeast,Southeast,Southwest,Eastern,Western,Sat,5:00:00 PM,17:00:00,D,12/17/22,Miami HeatSan Antonio Spurs2022-12-17
12/17/22,8:00p,Dallas Mavericks,99,Cleveland Cavaliers,100,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Dallas Mavericks,Cleveland Cavaliers,Dallas Mavericks,Western,Central,Western,Southwest,Central,Southwest,Western,Western,Sat,8:00:00 PM,20:00:00,N,12/17/22,Cleveland CavaliersDallas Mavericks2022-12-17
12/17/22,8:00p,Portland Trail Blazers,107,Houston Rockets,95,Toyota Center,Portland Trail Blazers,@,Houston Rockets,Houston Rockets,Portland Trail Blazers,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Sat,8:00:00 PM,20:00:00,N,12/17/22,Houston RocketsPortland Trail Blazers2022-12-17
12/17/22,8:00p,Utah Jazz,97,Milwaukee Bucks,123,Fiserv Forum,Milwaukee Bucks,,Utah Jazz,Milwaukee Bucks,Utah Jazz,Eastern,Central,Western,Northwest,Central,Northwest,Eastern,Western,Sat,8:00:00 PM,20:00:00,N,12/17/22,Milwaukee BucksUtah Jazz2022-12-17
12/17/22,8:00p,Memphis Grizzlies,109,Oklahoma City Thunder,115,Paycom Center,Oklahoma City Thunder,,Memphis Grizzlies,Memphis Grizzlies,Oklahoma City Thunder,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Sat,8:00:00 PM,20:00:00,N,12/17/22,Memphis GrizzliesOklahoma City Thunder2022-12-17
12/17/22,9:00p,New Orleans Pelicans,114,Phoenix Suns,118,Footprint Center,Phoenix Suns,,New Orleans Pelicans,New Orleans Pelicans,Phoenix Suns,Western,Pacific,Western,Southwest,Southwest,Pacific,Western,Western,Sat,9:00:00 PM,21:00:00,N,12/17/22,New Orleans PelicansPhoenix Suns2022-12-17
12/18/22,3:00p,Orlando Magic,95,Boston Celtics,92,TD Garden,Orlando Magic,@,Boston Celtics,Boston Celtics,Orlando Magic,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Sun,3:00:00 PM,15:00:00,D,12/18/22,Boston CelticsOrlando Magic2022-12-18
12/18/22,5:00p,New York Knicks,109,Indiana Pacers,106,Gainbridge Fieldhouse,New York Knicks,@,Indiana Pacers,Indiana Pacers,New York Knicks,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Sun,5:00:00 PM,17:00:00,D,12/18/22,Indiana PacersNew York Knicks2022-12-18
12/18/22,6:00p,Brooklyn Nets,124,Detroit Pistons,121,Little Caesars Arena,Brooklyn Nets,@,Detroit Pistons,Brooklyn Nets,Detroit Pistons,Eastern,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Eastern,Sun,6:00:00 PM,18:00:00,N,12/18/22,Brooklyn NetsDetroit Pistons2022-12-18
12/18/22,6:00p,Golden State Warriors,126,Toronto Raptors,110,Scotiabank Arena,Golden State Warriors,@,Toronto Raptors,Golden State Warriors,Toronto Raptors,Eastern,Atlantic,Eastern,Pacific,Pacific,Atlantic,Western,Eastern,Sun,6:00:00 PM,18:00:00,N,12/18/22,Golden State WarriorsToronto Raptors2022-12-18
12/18/22,7:00p,Chicago Bulls,126,Minnesota Timberwolves,150,Target Center,Minnesota Timberwolves,,Chicago Bulls,Chicago Bulls,Minnesota Timberwolves,Western,Northwest,Eastern,Central,Central,Northwest,Eastern,Western,Sun,7:00:00 PM,19:00:00,N,12/18/22,Chicago BullsMinnesota Timberwolves2022-12-18
12/18/22,8:00p,Charlotte Hornets,115,Denver Nuggets,119,Ball Arena,Denver Nuggets,,Charlotte Hornets,Charlotte Hornets,Denver Nuggets,Western,Northwest,Eastern,Southeast,Southeast,Northwest,Eastern,Western,Sun,8:00:00 PM,20:00:00,N,12/18/22,Charlotte HornetsDenver Nuggets2022-12-18
12/18/22,9:30p,Washington Wizards,117,Los Angeles Lakers,119,Crypto.com Arena,Los Angeles Lakers,,Washington Wizards,Los Angeles Lakers,Washington Wizards,Western,Pacific,Eastern,Southeast,Pacific,Southeast,Western,Eastern,Sun,9:30:00 PM,21:30:00,N,12/18/22,Los Angeles LakersWashington Wizards2022-12-18
12/19/22,7:00p,Utah Jazz,99,Cleveland Cavaliers,122,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Utah Jazz,Cleveland Cavaliers,Utah Jazz,Western,Central,Western,Northwest,Central,Northwest,Western,Western,Mon,7:00:00 PM,19:00:00,N,12/19/22,Cleveland CavaliersUtah Jazz2022-12-19
12/19/22,7:00p,Toronto Raptors,101,Philadelphia 76ers,104,Wells Fargo Center,Philadelphia 76ers,,Toronto Raptors,Philadelphia 76ers,Toronto Raptors,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,12/19/22,Philadelphia 76ersToronto Raptors2022-12-19
12/19/22,7:30p,Orlando Magic,125,Atlanta Hawks,126,State Farm Arena,Atlanta Hawks,,Orlando Magic,Atlanta Hawks,Orlando Magic,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Mon,7:30:00 PM,19:30:00,N,12/19/22,Atlanta HawksOrlando Magic2022-12-19
12/19/22,8:00p,San Antonio Spurs,124,Houston Rockets,105,Toyota Center,San Antonio Spurs,@,Houston Rockets,Houston Rockets,San Antonio Spurs,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Mon,8:00:00 PM,20:00:00,N,12/19/22,Houston RocketsSan Antonio Spurs2022-12-19
12/19/22,8:00p,Dallas Mavericks,106,Minnesota Timberwolves,116,Target Center,Minnesota Timberwolves,,Dallas Mavericks,Dallas Mavericks,Minnesota Timberwolves,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Mon,8:00:00 PM,20:00:00,N,12/19/22,Dallas MavericksMinnesota Timberwolves2022-12-19
12/19/22,8:00p,Milwaukee Bucks,128,New Orleans Pelicans,119,Smoothie King Center,Milwaukee Bucks,@,New Orleans Pelicans,Milwaukee Bucks,New Orleans Pelicans,Western,Southwest,Western,Central,Central,Southwest,Eastern,Western,Mon,8:00:00 PM,20:00:00,N,12/19/22,Milwaukee BucksNew Orleans Pelicans2022-12-19
12/19/22,8:00p,Portland Trail Blazers,121,Oklahoma City Thunder,123,Paycom Center,Oklahoma City Thunder,,Portland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Mon,8:00:00 PM,20:00:00,N,12/19/22,Oklahoma City ThunderPortland Trail Blazers2022-12-19
12/19/22,9:00p,Los Angeles Lakers,104,Phoenix Suns,130,Footprint Center,Phoenix Suns,,Los Angeles Lakers,Los Angeles Lakers,Phoenix Suns,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Mon,9:00:00 PM,21:00:00,N,12/19/22,Los Angeles LakersPhoenix Suns2022-12-19
12/19/22,10:00p,Charlotte Hornets,125,Sacramento Kings,119,Golden 1 Center,Charlotte Hornets,@,Sacramento Kings,Charlotte Hornets,Sacramento Kings,Western,Pacific,Western,Southeast,Southeast,Pacific,Eastern,Western,Mon,10:00:00 PM,22:00:00,N,12/19/22,Charlotte HornetsSacramento Kings2022-12-19
12/20/22,7:00p,Utah Jazz,126,Detroit Pistons,111,Little Caesars Arena,Utah Jazz,@,Detroit Pistons,Detroit Pistons,Utah Jazz,Eastern,Central,Eastern,Northwest,Central,Northwest,Eastern,Western,Tue,7:00:00 PM,19:00:00,N,12/20/22,Detroit PistonsUtah Jazz2022-12-20
12/20/22,7:30p,Chicago Bulls,113,Miami Heat,103,Kaseya Center,Chicago Bulls,@,Miami Heat,Chicago Bulls,Miami Heat,Eastern,Southeast,Eastern,Central,Central,Southeast,Eastern,Eastern,Tue,7:30:00 PM,19:30:00,N,12/20/22,Chicago BullsMiami Heat2022-12-20
12/20/22,7:30p,Golden State Warriors,94,New York Knicks,132,Madison Square Garden (IV),New York Knicks,,Golden State Warriors,Golden State Warriors,New York Knicks,Eastern,Atlantic,Western,Pacific,Pacific,Atlantic,Western,Eastern,Tue,7:30:00 PM,19:30:00,N,12/20/22,Golden State WarriorsNew York Knicks2022-12-20
12/20/22,9:00p,Washington Wizards,113,Phoenix Suns,110,Footprint Center,Washington Wizards,@,Phoenix Suns,Phoenix Suns,Washington Wizards,Western,Pacific,Western,Southeast,Pacific,Southeast,Western,Eastern,Tue,9:00:00 PM,21:00:00,N,12/20/22,Phoenix SunsWashington Wizards2022-12-20
12/20/22,10:00p,Memphis Grizzlies,91,Denver Nuggets,105,Ball Arena,Denver Nuggets,,Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,Western,Northwest,Western,Southwest,Northwest,Southwest,Western,Western,Tue,10:00:00 PM,22:00:00,N,12/20/22,Denver NuggetsMemphis Grizzlies2022-12-20
12/21/22,7:00p,Milwaukee Bucks,106,Cleveland Cavaliers,114,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks,Western,Central,Eastern,Central,Central,Central,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,12/21/22,Cleveland CavaliersMilwaukee Bucks2022-12-21
12/21/22,7:00p,Detroit Pistons,93,Philadelphia 76ers,113,Wells Fargo Center,Philadelphia 76ers,,Detroit Pistons,Detroit Pistons,Philadelphia 76ers,Eastern,Atlantic,Eastern,Central,Central,Atlantic,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,12/21/22,Detroit PistonsPhiladelphia 76ers2022-12-21
12/21/22,7:30p,Chicago Bulls,110,Atlanta Hawks,108,State Farm Arena,Chicago Bulls,@,Atlanta Hawks,Atlanta Hawks,Chicago Bulls,Eastern,Southeast,Eastern,Central,Southeast,Central,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,12/21/22,Atlanta HawksChicago Bulls2022-12-21
12/21/22,7:30p,Indiana Pacers,117,Boston Celtics,112,TD Garden,Indiana Pacers,@,Boston Celtics,Boston Celtics,Indiana Pacers,Eastern,Atlantic,Eastern,Central,Atlantic,Central,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,12/21/22,Boston CelticsIndiana Pacers2022-12-21
12/21/22,7:30p,Golden State Warriors,113,Brooklyn Nets,143,Barclays Center,Brooklyn Nets,,Golden State Warriors,Brooklyn Nets,Golden State Warriors,Eastern,Atlantic,Western,Pacific,Atlantic,Pacific,Eastern,Western,Wed,7:30:00 PM,19:30:00,N,12/21/22,Brooklyn NetsGolden State Warriors2022-12-21
12/21/22,7:30p,Toronto Raptors,113,New York Knicks,106,Madison Square Garden (IV),Toronto Raptors,@,New York Knicks,New York Knicks,Toronto Raptors,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,12/21/22,New York KnicksToronto Raptors2022-12-21
