date,away_team,PTS,home_team,PTS.1,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
12/14/2023,Columbus Blue Jackets,,Toronto Maple Leafs,,,,Columbus Blue Jackets,Columbus Blue Jackets,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/14/2023,Florida Panthers,,Vancouver Canucks,,,,Florida Panthers,Florida Panthers,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/15/2023,San Jose Sharks,,Arizona Coyotes,,,,San Jose Sharks,Arizona Coyotes,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/15/2023,Nashville Predators,,Carolina Hurricanes,,,,Nashville Predators,Carolina Hurricanes,Nashville Predators,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
12/15/2023,Ottawa Senators,,Dallas Stars,,,,Ottawa Senators,Dallas Stars,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/15/2023,Boston Bruins,,New York Islanders,,,,Boston Bruins,Boston Bruins,New York Islanders,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/15/2023,Anaheim Ducks,,New York Rangers,,,,Anaheim Ducks,Anaheim Ducks,New York Rangers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/15/2023,Buffalo Sabres,,Vegas Golden Knights,,,,Buffalo Sabres,Buffalo Sabres,Vegas Golden Knights,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/16/2023,Buffalo Sabres,,Arizona Coyotes,,,,Buffalo Sabres,Arizona Coyotes,Buffalo Sabres,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/16/2023,New York Rangers,,Boston Bruins,,,,New York Rangers,Boston Bruins,New York Rangers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/16/2023,New Jersey Devils,,Columbus Blue Jackets,,,,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/16/2023,Tampa Bay Lightning,,Calgary Flames,,,,Tampa Bay Lightning,Calgary Flames,Tampa Bay Lightning,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/16/2023,Florida Panthers,,Edmonton Oilers,,,,Florida Panthers,Edmonton Oilers,Florida Panthers,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/16/2023,Vancouver Canucks,,Minnesota Wild,,,,Vancouver Canucks,Minnesota Wild,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/16/2023,New York Islanders,,Montreal Canadiens,,,,New York Islanders,Montreal Canadiens,New York Islanders,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/16/2023,Washington Capitals,,Nashville Predators,,,,Washington Capitals,Nashville Predators,Washington Capitals,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
12/16/2023,Detroit Red Wings,,Philadelphia Flyers,,,,Detroit Red Wings,Detroit Red Wings,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/16/2023,Los Angeles Kings,,Seattle Kraken,,,,Los Angeles Kings,Los Angeles Kings,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/16/2023,Dallas Stars,,St. Louis Blues,,,,Dallas Stars,Dallas Stars,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/16/2023,Pittsburgh Penguins,,Toronto Maple Leafs,,,,Pittsburgh Penguins,Pittsburgh Penguins,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/16/2023,Colorado Avalanche,,Winnipeg Jets,,,,Colorado Avalanche,Colorado Avalanche,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/17/2023,Washington Capitals,,Carolina Hurricanes,,,,Washington Capitals,Carolina Hurricanes,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/17/2023,Vancouver Canucks,,Chicago Blackhawks,,,,Vancouver Canucks,Chicago Blackhawks,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/17/2023,San Jose Sharks,,Colorado Avalanche,,,,San Jose Sharks,Colorado Avalanche,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/17/2023,Anaheim Ducks,,New Jersey Devils,,,,Anaheim Ducks,Anaheim Ducks,New Jersey Devils,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/17/2023,Ottawa Senators,,Vegas Golden Knights,,,,Ottawa Senators,Ottawa Senators,Vegas Golden Knights,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/18/2023,Florida Panthers,,Calgary Flames,,,,Florida Panthers,Calgary Flames,Florida Panthers,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/18/2023,Seattle Kraken,,Dallas Stars,,,,Seattle Kraken,Dallas Stars,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/18/2023,Anaheim Ducks,,Detroit Red Wings,,,,Anaheim Ducks,Anaheim Ducks,Detroit Red Wings,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
12/18/2023,Minnesota Wild,,Pittsburgh Penguins,,,,Minnesota Wild,Minnesota Wild,Pittsburgh Penguins,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/18/2023,Montreal Canadiens,,Winnipeg Jets,,,,Montreal Canadiens,Montreal Canadiens,Winnipeg Jets,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/19/2023,Ottawa Senators,,Arizona Coyotes,,,,Ottawa Senators,Arizona Coyotes,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/19/2023,Minnesota Wild,,Boston Bruins,,,,Minnesota Wild,Boston Bruins,Minnesota Wild,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
12/19/2023,Columbus Blue Jackets,,Buffalo Sabres,,,,Columbus Blue Jackets,Buffalo Sabres,Columbus Blue Jackets,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/19/2023,Vegas Golden Knights,,Carolina Hurricanes,,,,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
12/19/2023,Colorado Avalanche,,Chicago Blackhawks,,,,Colorado Avalanche,Chicago Blackhawks,Colorado Avalanche,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/19/2023,Philadelphia Flyers,,New Jersey Devils,,,,Philadelphia Flyers,New Jersey Devils,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/19/2023,Vancouver Canucks,,Nashville Predators,,,,Vancouver Canucks,Nashville Predators,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/19/2023,Edmonton Oilers,,New York Islanders,,,,Edmonton Oilers,Edmonton Oilers,New York Islanders,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/19/2023,Los Angeles Kings,,San Jose Sharks,,,,Los Angeles Kings,Los Angeles Kings,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/19/2023,St. Louis Blues,,Tampa Bay Lightning,,,,St. Louis Blues,St. Louis Blues,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
12/19/2023,New York Rangers,,Toronto Maple Leafs,,,,New York Rangers,New York Rangers,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/20/2023,Seattle Kraken,,Los Angeles Kings,,,,Seattle Kraken,Los Angeles Kings,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/20/2023,Detroit Red Wings,,Winnipeg Jets,,,,Detroit Red Wings,Detroit Red Wings,Winnipeg Jets,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/20/2023,New York Islanders,,Washington Capitals,,,,New York Islanders,New York Islanders,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/21/2023,Calgary Flames,,Anaheim Ducks,,,,Calgary Flames,Anaheim Ducks,Calgary Flames,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/21/2023,Toronto Maple Leafs,,Buffalo Sabres,,,,Toronto Maple Leafs,Buffalo Sabres,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/21/2023,Washington Capitals,,Columbus Blue Jackets,,,,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/21/2023,Ottawa Senators,,Colorado Avalanche,,,,Ottawa Senators,Colorado Avalanche,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/21/2023,Vancouver Canucks,,Dallas Stars,,,,Vancouver Canucks,Dallas Stars,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/21/2023,St. Louis Blues,,Florida Panthers,,,,St. Louis Blues,Florida Panthers,St. Louis Blues,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
12/21/2023,Montreal Canadiens,,Minnesota Wild,,,,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/21/2023,Edmonton Oilers,,New Jersey Devils,,,,Edmonton Oilers,Edmonton Oilers,New Jersey Devils,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/21/2023,Nashville Predators,,Philadelphia Flyers,,,,Nashville Predators,Nashville Predators,Philadelphia Flyers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/21/2023,Carolina Hurricanes,,Pittsburgh Penguins,,,,Carolina Hurricanes,Carolina Hurricanes,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/21/2023,Arizona Coyotes,,San Jose Sharks,,,,Arizona Coyotes,Arizona Coyotes,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/21/2023,Vegas Golden Knights,,Tampa Bay Lightning,,,,Vegas Golden Knights,Tampa Bay Lightning,Vegas Golden Knights,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
12/22/2023,Montreal Canadiens,,Chicago Blackhawks,,,,Montreal Canadiens,Chicago Blackhawks,Montreal Canadiens,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
12/22/2023,Philadelphia Flyers,,Detroit Red Wings,,,,Philadelphia Flyers,Detroit Red Wings,Philadelphia Flyers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/22/2023,Edmonton Oilers,,New York Rangers,,,,Edmonton Oilers,Edmonton Oilers,New York Rangers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/22/2023,Boston Bruins,,Winnipeg Jets,,,,Boston Bruins,Boston Bruins,Winnipeg Jets,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/23/2023,Seattle Kraken,,Anaheim Ducks,,,,Seattle Kraken,Anaheim Ducks,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/23/2023,New York Islanders,,Carolina Hurricanes,,,,New York Islanders,Carolina Hurricanes,New York Islanders,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/23/2023,Toronto Maple Leafs,,Columbus Blue Jackets,,,,Toronto Maple Leafs,Columbus Blue Jackets,Toronto Maple Leafs,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/23/2023,Arizona Coyotes,,Colorado Avalanche,,,,Arizona Coyotes,Arizona Coyotes,Colorado Avalanche,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/23/2023,Vegas Golden Knights,,Florida Panthers,,,,Vegas Golden Knights,Florida Panthers,Vegas Golden Knights,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
12/23/2023,Calgary Flames,,Los Angeles Kings,,,,Calgary Flames,Calgary Flames,Los Angeles Kings,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/23/2023,Boston Bruins,,Minnesota Wild,,,,Boston Bruins,Boston Bruins,Minnesota Wild,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/23/2023,Detroit Red Wings,,New Jersey Devils,,,,Detroit Red Wings,Detroit Red Wings,New Jersey Devils,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/23/2023,Dallas Stars,,Nashville Predators,,,,Dallas Stars,Dallas Stars,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/23/2023,Buffalo Sabres,,New York Rangers,,,,Buffalo Sabres,Buffalo Sabres,New York Rangers,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/23/2023,Pittsburgh Penguins,,Ottawa Senators,,,,Pittsburgh Penguins,Ottawa Senators,Pittsburgh Penguins,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/23/2023,Chicago Blackhawks,,St. Louis Blues,,,,Chicago Blackhawks,Chicago Blackhawks,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/23/2023,San Jose Sharks,,Vancouver Canucks,,,,San Jose Sharks,San Jose Sharks,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/23/2023,Tampa Bay Lightning,,Washington Capitals,,,,Tampa Bay Lightning,Tampa Bay Lightning,Washington Capitals,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/27/2023,Vegas Golden Knights,,Anaheim Ducks,,,,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/27/2023,Colorado Avalanche,,Arizona Coyotes,,,,Colorado Avalanche,Arizona Coyotes,Colorado Avalanche,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/27/2023,Boston Bruins,,Buffalo Sabres,,,,Boston Bruins,Boston Bruins,Buffalo Sabres,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/27/2023,Seattle Kraken,,Calgary Flames,,,,Seattle Kraken,Calgary Flames,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/27/2023,Winnipeg Jets,,Chicago Blackhawks,,,,Winnipeg Jets,Chicago Blackhawks,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/27/2023,San Jose Sharks,,Los Angeles Kings,,,,San Jose Sharks,Los Angeles Kings,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/27/2023,Detroit Red Wings,,Minnesota Wild,,,,Detroit Red Wings,Detroit Red Wings,Minnesota Wild,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/27/2023,Columbus Blue Jackets,,New Jersey Devils,,,,Columbus Blue Jackets,Columbus Blue Jackets,New Jersey Devils,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/27/2023,Carolina Hurricanes,,Nashville Predators,,,,Carolina Hurricanes,Carolina Hurricanes,Nashville Predators,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
12/27/2023,Pittsburgh Penguins,,New York Islanders,,,,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/27/2023,Washington Capitals,,New York Rangers,,,,Washington Capitals,New York Rangers,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/27/2023,Dallas Stars,,St. Louis Blues,,,,Dallas Stars,Dallas Stars,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/27/2023,Florida Panthers,,Tampa Bay Lightning,,,,Florida Panthers,Florida Panthers,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/27/2023,Ottawa Senators,,Toronto Maple Leafs,,,,Ottawa Senators,Ottawa Senators,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/28/2023,Montreal Canadiens,,Carolina Hurricanes,,,,Montreal Canadiens,Carolina Hurricanes,Montreal Canadiens,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/28/2023,Edmonton Oilers,,San Jose Sharks,,,,Edmonton Oilers,Edmonton Oilers,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/28/2023,Philadelphia Flyers,,Vancouver Canucks,,,,Philadelphia Flyers,Philadelphia Flyers,Vancouver Canucks,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
12/28/2023,Los Angeles Kings,,Vegas Golden Knights,,,,Los Angeles Kings,Los Angeles Kings,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/29/2023,Arizona Coyotes,,Anaheim Ducks,,,,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/29/2023,Toronto Maple Leafs,,Columbus Blue Jackets,,,,Toronto Maple Leafs,Columbus Blue Jackets,Toronto Maple Leafs,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/29/2023,Chicago Blackhawks,,Dallas Stars,,,,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/29/2023,Nashville Predators,,Detroit Red Wings,,,,Nashville Predators,Detroit Red Wings,Nashville Predators,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
12/29/2023,New York Rangers,,Florida Panthers,,,,New York Rangers,Florida Panthers,New York Rangers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/29/2023,Washington Capitals,,New York Islanders,,,,Washington Capitals,New York Islanders,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/29/2023,New Jersey Devils,,Ottawa Senators,,,,New Jersey Devils,New Jersey Devils,Ottawa Senators,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/29/2023,Philadelphia Flyers,,Seattle Kraken,,,,Philadelphia Flyers,Philadelphia Flyers,Seattle Kraken,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
12/29/2023,Colorado Avalanche,,St. Louis Blues,,,,Colorado Avalanche,Colorado Avalanche,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/30/2023,New Jersey Devils,,Boston Bruins,,,,New Jersey Devils,Boston Bruins,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/30/2023,Columbus Blue Jackets,,Buffalo Sabres,,,,Columbus Blue Jackets,Buffalo Sabres,Columbus Blue Jackets,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/30/2023,Montreal Canadiens,,Florida Panthers,,,,Montreal Canadiens,Florida Panthers,Montreal Canadiens,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/30/2023,Edmonton Oilers,,Los Angeles Kings,,,,Edmonton Oilers,Edmonton Oilers,Los Angeles Kings,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/30/2023,St. Louis Blues,,Pittsburgh Penguins,,,,St. Louis Blues,Pittsburgh Penguins,St. Louis Blues,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
12/30/2023,New York Rangers,,Tampa Bay Lightning,,,,New York Rangers,New York Rangers,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/30/2023,Carolina Hurricanes,,Toronto Maple Leafs,,,,Carolina Hurricanes,Carolina Hurricanes,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/30/2023,Minnesota Wild,,Winnipeg Jets,,,,Minnesota Wild,Minnesota Wild,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/30/2023,Nashville Predators,,Washington Capitals,,,,Nashville Predators,Nashville Predators,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/31/2023,Edmonton Oilers,,Anaheim Ducks,,,,Edmonton Oilers,Anaheim Ducks,Edmonton Oilers,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/31/2023,Philadelphia Flyers,,Calgary Flames,,,,Philadelphia Flyers,Calgary Flames,Philadelphia Flyers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
12/31/2023,San Jose Sharks,,Colorado Avalanche,,,,San Jose Sharks,Colorado Avalanche,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/31/2023,Chicago Blackhawks,,Dallas Stars,,,,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/31/2023,Boston Bruins,,Detroit Red Wings,,,,Boston Bruins,Boston Bruins,Detroit Red Wings,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/31/2023,Winnipeg Jets,,Minnesota Wild,,,,Winnipeg Jets,Minnesota Wild,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/31/2023,Buffalo Sabres,,Ottawa Senators,,,,Buffalo Sabres,Buffalo Sabres,Ottawa Senators,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/31/2023,New York Islanders,,Pittsburgh Penguins,,,,New York Islanders,New York Islanders,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/31/2023,Montreal Canadiens,,Tampa Bay Lightning,,,,Montreal Canadiens,Montreal Canadiens,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/1/2024,Vegas Golden Knights,,Seattle Kraken,,,,Vegas Golden Knights,Seattle Kraken,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/2/2024,Florida Panthers,,Arizona Coyotes,,,,Florida Panthers,Arizona Coyotes,Florida Panthers,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/2/2024,Boston Bruins,,Columbus Blue Jackets,,,,Boston Bruins,Boston Bruins,Columbus Blue Jackets,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/2/2024,New York Islanders,,Colorado Avalanche,,,,New York Islanders,Colorado Avalanche,New York Islanders,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/2/2024,Montreal Canadiens,,Dallas Stars,,,,Montreal Canadiens,Dallas Stars,Montreal Canadiens,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/2/2024,Philadelphia Flyers,,Edmonton Oilers,,,,Philadelphia Flyers,Edmonton Oilers,Philadelphia Flyers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/2/2024,Toronto Maple Leafs,,Los Angeles Kings,,,,Toronto Maple Leafs,Los Angeles Kings,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/2/2024,Calgary Flames,,Minnesota Wild,,,,Calgary Flames,Calgary Flames,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/2/2024,Chicago Blackhawks,,Nashville Predators,,,,Chicago Blackhawks,Chicago Blackhawks,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/2/2024,Carolina Hurricanes,,New York Rangers,,,,Carolina Hurricanes,Carolina Hurricanes,New York Rangers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/2/2024,Washington Capitals,,Pittsburgh Penguins,,,,Washington Capitals,Pittsburgh Penguins,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/2/2024,Detroit Red Wings,,San Jose Sharks,,,,Detroit Red Wings,Detroit Red Wings,San Jose Sharks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/2/2024,Ottawa Senators,,Vancouver Canucks,,,,Ottawa Senators,Ottawa Senators,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/2/2024,Tampa Bay Lightning,,Winnipeg Jets,,,,Tampa Bay Lightning,Tampa Bay Lightning,Winnipeg Jets,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/3/2024,Toronto Maple Leafs,,Anaheim Ducks,,,,Toronto Maple Leafs,Anaheim Ducks,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/3/2024,New Jersey Devils,,Washington Capitals,,,,New Jersey Devils,New Jersey Devils,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/4/2024,New York Islanders,,Arizona Coyotes,,,,New York Islanders,Arizona Coyotes,New York Islanders,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/4/2024,Pittsburgh Penguins,,Boston Bruins,,,,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
